title,property_size,bedrooms,bathrooms,furnishing,Region,Region Name,Region_Parent_Name,is_boost,price
6bdrm Duplex in Omole Phase1 Ikeja for sale,280.0,6,6,Semi Furnished,"Ikeja, Omole Phase 1",Omole Phase 1,Lagos State,diamond,520000000
"2bdrm Bungalow in Okinni Area Osun, Osogbo for sale",500.0,2,2,Semi Furnished,"Osun State, Osogbo",Osogbo,Osun State,diamond,12000000
4bdrm Duplex in Wuye for sale,1000.0,4,4,Unfurnished,"Abuja (FCT), Wuye",Wuye,Abuja (FCT),diamond,750000000
4bdrm Duplex in Ajah In A Gated for sale,350.0,4,4,Unfurnished,"Ajah, Ado / Ajah",Ado / Ajah,Lagos State,diamond,190000000
"4bdrm Duplex in Ajah By Lbs In A, Olokonla for sale",200.0,4,4,Unfurnished,"Ajah, Olokonla",Olokonla,Lagos State,diamond,230000000
Furnished 5bdrm Duplex in Ado / Ajah for sale,10.0,5,5,Furnished,"Ajah, Ado / Ajah",Ado / Ajah,Lagos State,diamond,650000000
Furnished 5bdrm Duplex in Chevron for sale,10.0,5,5,Furnished,"Lekki, Chevron",Chevron,Lagos State,diamond,600000000
5bdrm Duplex in Lekki Expressway for sale,380.0,5,5,Unfurnished,"Lekki, Lekki Expressway",Lekki Expressway,Lagos State,diamond,350000000
4bdrm Duplex in Ajah for sale,500.0,4,4,Unfurnished,"Lagos State, Ajah",Ajah,Lagos State,diamond,160000000
4bdrm Duplex in Gaduwa for sale,600.0,4,5,Semi Furnished,"Abuja (FCT), Gaduwa",Gaduwa,Abuja (FCT),enterprise,200000000
5bdrm Duplex in Ologolo for sale,500.0,5,5,Unfurnished,"Lekki, Ologolo",Ologolo,Lagos State,diamond,400000000
5bdrm Duplex in Ajah for sale,500.0,5,5,Unfurnished,"Lagos State, Ajah",Ajah,Lagos State,diamond,185000000
5bdrm Duplex in Ikota for sale,350.0,5,5,Unfurnished,"Lekki, Ikota",Ikota,Lagos State,diamond,500000000
4bdrm Duplex in Omole Phase 1 for sale,500.0,4,4,Unfurnished,"Ikeja, Omole Phase 1",Omole Phase 1,Lagos State,diamond,550000000
4bdrm Duplex in Lekki Phase 2 for sale,500.0,4,5,Unfurnished,"Lekki, Lekki Phase 2",Lekki Phase 2,Lagos State,diamond,180000000
2bdrm Apartment in Ologolo for sale,500.0,2,2,Unfurnished,"Lekki, Ologolo",Ologolo,Lagos State,diamond,120000000
"5bdrm Block of Flats in Palace Estate, Ijede / Ikorodu for sale",325.0,5,5,Semi Furnished,"Ikorodu, Ijede / Ikorodu",Ijede / Ikorodu,Lagos State,diamond,30000000
4bdrm Duplex in Adekunle for sale,580.0,4,4,Semi Furnished,"Yaba, Adekunle",Adekunle,Yaba,enterprise,250000000
3bdrm Duplex in Adeniyi Jones Ikeja for sale,150.0,3,4,Semi Furnished,"Ikeja, Adeniyi Jones",Adeniyi Jones,Lagos State,enterprise,400000000
5bdrm Duplex in Chevron Tool Gate for sale,100.0,5,5,Unfurnished,"Lekki, Chevron",Chevron,Lagos State,enterprise,470000000
"4bdrm Duplex in Orchid, Lekki for sale",100.0,4,4,Unfurnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,150000000
4bdrm Duplex in Ologolo for sale,600.0,4,4,Semi Furnished,"Lekki, Ologolo",Ologolo,Lagos State,enterprise,220000000
"4bdrm Duplex in Ikota Villa, Lekki for sale",100.0,4,4,Unfurnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,140000000
4bdrm Duplex in Oko-Oba for sale,580.0,4,4,Semi Furnished,"Agege, Oko-Oba",Oko-Oba,Lagos State,enterprise,230000000
5bdrm Duplex in Ologolo Lekki for sale,100.0,5,5,Unfurnished,"Lekki, Ologolo",Ologolo,Lagos State,enterprise,330000000
Furnished 4bdrm Duplex in Gbagada Lagos for sale,150.0,4,5,Furnished,"Gbagada, Ifako-Gbagada",Ifako-Gbagada,Lagos State,enterprise,250000000
Furnished 4bdrm Duplex in Gbagada Lagos for sale,150.0,4,5,Furnished,"Gbagada, Phase 1 / Gbagada",Phase 1 / Gbagada,Lagos State,enterprise,250000000
2bdrm Apartment in Command Ipaja for sale,150.0,2,3,Semi Furnished,"Ipaja, Ipaja / Ipaja",Ipaja / Ipaja,Lagos State,enterprise,65000000
"3bdrm Bungalow in Fashina, Ife for sale",450.0,3,4,Unfurnished,"Osun State, Ife",Ife,Osun State,diamond,10000000
4bdrm Duplex in Adeniyi Jones for sale,500.0,4,5,Unfurnished,"Ikeja, Adeniyi Jones",Adeniyi Jones,Lagos State,enterprise,480000000
"2bdrm Apartment in Maryland Lagos, Anthony Village for sale",150.0,2,3,Semi Furnished,"Maryland, Anthony Village",Anthony Village,Lagos State,enterprise,220000000
"5bdrm Duplex in Lekki Palm City, Ado / Ajah for sale",100.0,5,5,Unfurnished,"Ajah, Ado / Ajah",Ado / Ajah,Lagos State,enterprise,155000000
2bdrm Apartment in Ologolo for sale,100.0,2,2,Unfurnished,"Lekki, Ologolo",Ologolo,Lagos State,enterprise,120000000
4bdrm Duplex in Gbagada Lagos for sale,150.0,4,5,Semi Furnished,"Gbagada, Oworonshoki / Gbagada",Oworonshoki / Gbagada,Lagos State,enterprise,300000000
4bdrm Duplex in Oko-Oba for sale,500.0,4,5,Unfurnished,"Agege, Oko-Oba",Oko-Oba,Lagos State,enterprise,260000000
3bdrm Block of Flats in Zone 6 / Wuse for sale,1200.0,3,2,Unfurnished,"Wuse, Zone 6 / Wuse",Zone 6 / Wuse,Wuse,diamond,800000000
5bdrm Duplex in Chevron for sale,500.0,5,5,Semi Furnished,"Lekki, Chevron",Chevron,Lagos State,enterprise,420000000
3bdrm Apartment in Lekki Phase 1 for sale,100.0,3,3,Unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,enterprise,350000000
Furnished 7bdrm Bungalow in Lifecamp for sale,800.0,7,7,Furnished,"Gwarinpa, Life Camp",Life Camp,Gwarinpa,enterprise,260000000
4bdrm Duplex in Obio-Akpor for sale,500.0,4,4,Unfurnished,"Rivers State, Obio-Akpor",Obio-Akpor,Rivers State,enterprise,250000000
9bdrm Block of Flats in Obio-Akpor for sale,600.0,9,10,Unfurnished,"Rivers State, Obio-Akpor",Obio-Akpor,Rivers State,enterprise,280000000
4bdrm Duplex in Ikota for sale,400.0,4,5,Unfurnished,"Lekki, Ikota",Ikota,Lagos State,enterprise,220000000
5bdrm Duplex in Ikota for sale,500.0,5,6,Semi Furnished,"Lekki, Ikota",Ikota,Lagos State,enterprise,550000000
"8bdrm Duplex in Amen Estate Phase 1, Eleko for sale",1790.0,8,5,Unfurnished,"Ibeju, Eleko",Eleko,Lagos State,diamond,550000000
"2bdrm Duplex in Greenville Estate, Ado / Ajah for sale",650.0,2,2,Unfurnished,"Ajah, Ado / Ajah",Ado / Ajah,Lagos State,diamond,140000000
Furnished Mini Flat in Ilupeju for sale,300.0,1,1,Furnished,"Lagos State, Ilupeju",Ilupeju,Lagos State,enterprise,22000000
"4bdrm Duplex in Citadel Oasis, Ogombo for sale",400.0,4,4,Unfurnished,"Ajah, Ogombo",Ogombo,Lagos State,enterprise,225000000
11bdrm Bungalow in Shomolu for sale,473.0,11,10,Semi Furnished,"Shomolu, Shomolu / Shomolu",Shomolu / Shomolu,Lagos State,enterprise,230000000
"2bdrm Block of Flats in Olokonla, Ajah for sale",400.0,2,3,Semi Furnished,"Lagos State, Ajah",Ajah,Lagos State,enterprise,130000000
4bdrm Duplex in Thomas Estate for sale,600.0,4,4,Unfurnished,"Ajah, Thomas Estate",Thomas Estate,Lagos State,enterprise,165000000
"4bdrm Duplex in Royal Pine Estate, Lekki for sale",300.0,4,5,Unfurnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,180000000
"2bdrm Bungalow in Fidiso, Abijo for sale",625.0,2,3,Semi Furnished,"Ibeju, Abijo",Abijo,Lagos State,enterprise,55000000
Furnished 1bdrm Apartment in Yaba for sale,600.0,1,1,Furnished,"Lagos State, Yaba",Yaba,Lagos State,diamond,27000000
5bdrm Duplex in Lekki for sale,500.0,5,5,Unfurnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,330000000
5bdrm Duplex in Osapa london for sale,500.0,5,5,Unfurnished,"Lekki, Osapa london",Osapa london,Lagos State,enterprise,400000000
"3bdrm Duplex in Alahaji Estate, Port-Harcourt for sale",1350.0,3,3,Unfurnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,enterprise,250000000
2bdrm Apartment in Ikate Lekki Lagos for sale,1000.0,2,2,Unfurnished,"Lekki, Ikate",Ikate,Lagos State,enterprise,140000000
"5bdrm Duplex in Agege, Oko-Oba for sale",200.0,5,5,Unfurnished,"Agege, Oko-Oba",Oko-Oba,Lagos State,enterprise,330000000
Furnished 5bdrm Duplex in Lekki Phase 2 for sale,603.0,5,5,Furnished,"Lekki, Lekki Phase 2",Lekki Phase 2,Lagos State,diamond,750000000
"4bdrm Duplex in Ajah, Lekki for sale",300.0,4,4,Semi Furnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,200000000
"2bdrm Block of Flats in Fully Detached, Lekki for sale",670.0,2,2,Semi Furnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,100000000
"4bdrm Duplex in Orchid Road, Lekki for sale",250.0,4,4,Semi Furnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,190000000
2bdrm Bungalow in Igbogbo Estate for sale,300.0,2,2,Unfurnished,"Ikorodu, Igbogbo",Igbogbo,Lagos State,diamond,5000000
"Furnished 4bdrm Duplex in Ashi, Bodija for sale",500.0,4,4,Furnished,"Ibadan, Bodija",Bodija,Ibadan,enterprise,160000000
"Furnished 2bdrm Block of Flats in Second Gate,, Alakia for sale",500.0,2,2,Furnished,"Ibadan, Alakia",Alakia,Ibadan,enterprise,85000000
"5bdrm Duplex in Lagos, Maryland for sale",250.0,5,5,Unfurnished,"Lagos State, Maryland",Maryland,Lagos State,diamond,550000000
"5bdrm Duplex in In A Secure Area, Surulere for sale",250.0,5,5,Unfurnished,"Lagos State, Surulere",Surulere,Lagos State,diamond,500000000
4bdrm Duplex in Guzape District for sale,400.0,4,4,Unfurnished,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),enterprise,700000000
"5bdrm Duplex in Magodo, GRA Phase 2 Shangisha for sale",350.0,5,5,Unfurnished,"Magodo, GRA Phase 2 Shangisha",GRA Phase 2 Shangisha,Lagos State,diamond,750000000
"4bdrm Duplex in In A Gated Estate, Surulere for sale",250.0,4,4,Unfurnished,"Lagos State, Surulere",Surulere,Lagos State,diamond,420000000
3bdrm Block of Flats in Durumi for sale,300.0,3,3,Unfurnished,"Abuja (FCT), Durumi",Durumi,Abuja (FCT),enterprise,130000000
"Furnished Mini Flat in Unilag Estate, Magodo Isheri for sale",1000.0,1,1,Furnished,"Ojodu, Magodo Isheri",Magodo Isheri,Lagos State,diamond,55000000
5bdrm Duplex in Wuye for sale,500.0,5,5,Unfurnished,"Abuja (FCT), Wuye",Wuye,Abuja (FCT),enterprise,650000000
"5bdrm Duplex in Magodo Ph1, GRA Phase 1 for sale",450.0,5,5,Semi Furnished,"Magodo, GRA Phase 1",GRA Phase 1,Lagos State,enterprise,600000000
"Furnished 4bdrm Duplex in Ifako- Gbagada, Atunrase Medina for sale",900.0,4,4,Furnished,"Gbagada, Atunrase Medina",Atunrase Medina,Lagos State,enterprise,320000000
2bdrm Block of Flats in Ketu-Alapere for sale,620.0,2,2,Semi Furnished,"Kosofe, Ketu-Alapere",Ketu-Alapere,Lagos State,enterprise,220000000
"2bdrm Block of Flats in Idi Osan, Ibadan for sale",613.0,2,2,Unfurnished,"Oyo State, Ibadan",Ibadan,Oyo State,enterprise,30000000
4bdrm Duplex in Agodi Gra for sale,500.0,4,4,Semi Furnished,"Ibadan, Agodi",Agodi,Ibadan,diamond,475000000
Furnished 4bdrm Duplex in Obanikoro for sale,500.0,4,4,Furnished,"Shomolu, Obanikoro",Obanikoro,Lagos State,enterprise,280000000
4bdrm Duplex in Kado for sale,500.0,4,4,Unfurnished,"Abuja (FCT), Kado",Kado,Abuja (FCT),diamond,300000000
4bdrm Duplex in Lokogoma for sale,650.0,4,4,Unfurnished,"Abuja (FCT), Lokogoma",Lokogoma,Abuja (FCT),diamond,200000000
"5bdrm Duplex in Megamound, Ikota for sale",600.0,5,6,Unfurnished,"Lekki, Ikota",Ikota,Lagos State,diamond,580000000
"Furnished 4bdrm Duplex in Carlton Gate Estate, Akobo for sale",600.0,4,5,Furnished,"Ibadan, Akobo",Akobo,Ibadan,enterprise,220000000
"3bdrm Duplex in Oribanwa, Awoyaya for sale",250.0,3,3,Unfurnished,"Ibeju, Awoyaya",Awoyaya,Lagos State,diamond,70000000
"4bdrm Duplex in A Well Secured, Ikate for sale",400.0,4,5,Unfurnished,"Lekki, Ikate",Ikate,Lagos State,diamond,320000000
"4bdrm Duplex in A Well Secured, Ado / Ajah for sale",400.0,4,5,Unfurnished,"Ajah, Ado / Ajah",Ado / Ajah,Lagos State,diamond,170000000
4bdrm Duplex in Ikota for sale,300.0,4,4,Unfurnished,"Lekki, Ikota",Ikota,Lagos State,diamond,230000000
4bdrm Bungalow in Ibadan for sale,600.0,4,4,Unfurnished,"Oyo State, Ibadan",Ibadan,Oyo State,diamond,40000000
2bdrm Block of Flats in Ibadan for sale,700.0,2,2,Unfurnished,"Oyo State, Ibadan",Ibadan,Oyo State,diamond,80000000
5bdrm Duplex in Ibadan for sale,700.0,5,5,Unfurnished,"Oyo State, Ibadan",Ibadan,Oyo State,diamond,270000000
Furnished 5bdrm House in Idu Industrial for sale,750.0,5,7,Furnished,"Abuja (FCT), Idu Industrial",Idu Industrial,Abuja (FCT),diamond,600000000
5bdrm Duplex in Chevron Estate for sale,300.0,5,5,Semi Furnished,"Lekki, Chevron",Chevron,Lagos State,diamond,450000000
4bdrm Duplex in Lekki Phase 1 for sale,180.0,4,4,Unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,diamond,750000000
"Furnished 4bdrm Duplex in Agodi Gra, Ibadan for sale",750.0,4,5,Furnished,"Oyo State, Ibadan",Ibadan,Oyo State,diamond,320000000
"20bdrm Mansion in Alike, Isiwu, Isiu for sale",2400.0,20,20,Unfurnished,"Ikorodu, Isiu",Isiu,Lagos State,diamond,140000000
"4bdrm Bungalow in Idi-Ape, Olorunda, Ibadan for sale",500.0,4,5,Unfurnished,"Oyo State, Ibadan",Ibadan,Oyo State,enterprise,13000000
"Furnished 3bdrm Block of Flats in Cele Bus Stop, Okota for sale",1200.0,3,3,Furnished,"Isolo, Okota",Okota,Lagos State,diamond,250000000
"10bdrm Duplex in Alakia Junction, Iwo Road for sale",1000.0,10,10,Semi Furnished,"Ibadan, Iwo Road",Iwo Road,Ibadan,diamond,50000000
5bdrm Duplex in Magode Gra Phase 1 for sale,289.0,5,5,Unfurnished,"Magodo, GRA Phase 1",GRA Phase 1,Lagos State,enterprise,480000000
4bdrm Duplex in Ushafa for sale,550.0,4,5,Unfurnished,"Bwari, Ushafa",Ushafa,Bwari,diamond,50000000
"3bdrm Apartment in Grenadine Estate, Sangotedo for sale",323.0,3,3,Unfurnished,"Ajah, Sangotedo",Sangotedo,Lagos State,diamond,75000000
4bdrm Duplex in Abraham Adesanya for sale,500.0,4,4,Semi Furnished,"Surulere, Abraham Adesanya",Abraham Adesanya,Lagos State,enterprise,120000000
"Furnished 2bdrm Bungalow in Emmiers Estate, Ibadan for sale",250.0,2,2,Furnished,"Oyo State, Ibadan",Ibadan,Oyo State,diamond,38000000
"Furnished 5bdrm Duplex in Off Ikola Road, Ipaja / Ipaja for sale",605.0,5,5,Furnished,"Ipaja, Ipaja / Ipaja",Ipaja / Ipaja,Lagos State,diamond,130000000
3bdrm Bungalow in Diamond Estate for sale,500.0,3,3,Semi Furnished,"Egbe/Idimu, Isheri / Egbe Idimu",Isheri / Egbe Idimu,Lagos State,diamond,85000000
2bdrm Block of Flats in Utako for sale,678.0,2,3,Unfurnished,"Abuja (FCT), Utako",Utako,Abuja (FCT),diamond,400000000
6bdrm Duplex in Dakwo District for sale,200.0,6,7,Semi Furnished,"Abuja (FCT), Dakwo District",Dakwo District,Abuja (FCT),diamond,550000000
"2bdrm Block of Flats in Fo1Military Pension, Kubwa for sale",600.0,2,3,Unfurnished,"Abuja (FCT), Kubwa",Kubwa,Abuja (FCT),diamond,80000000
"Furnished 3bdrm Block of Flats in Estate Opposite, Ipaja / Ipaja",250.0,3,3,Furnished,"Ipaja, Ipaja / Ipaja",Ipaja / Ipaja,Lagos State,diamond,65000000
4bdrm Duplex in Durumi for sale,310.0,4,5,Unfurnished,"Abuja (FCT), Durumi",Durumi,Abuja (FCT),diamond,310000000
7bdrm Duplex in Lokogoma for sale,310.0,7,8,Unfurnished,"Abuja (FCT), Lokogoma",Lokogoma,Abuja (FCT),diamond,470000000
4bdrm Duplex in Wuye for sale,250.0,4,6,Unfurnished,"Abuja (FCT), Wuye",Wuye,Abuja (FCT),diamond,350000000
4bdrm Block of Flats in Jahi for sale,150.0,4,5,Unfurnished,"Abuja (FCT), Jahi",Jahi,Abuja (FCT),diamond,220000000
4bdrm House in Lekki Phase 1 for sale,350.0,4,4,Semi Furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,enterprise,650000000
4bdrm Duplex in Karsana for sale,700.0,4,5,Unfurnished,"Gwagwa, Karsana",Karsana,Gwagwa,diamond,295000000
"5bdrm Duplex in Phase 1, Magodo for sale",650.0,5,5,Semi Furnished,"Lagos State, Magodo",Magodo,Lagos State,enterprise,400000000
5bdrm House in Omole Phase 1 for sale,1000.0,5,6,Semi Furnished,"Ikeja, Omole Phase 1",Omole Phase 1,Lagos State,enterprise,500000000
4bdrm Duplex in Kado for sale,400.0,4,4,Semi Furnished,"Abuja (FCT), Kado",Kado,Abuja (FCT),diamond,320000000
3bdrm Block of Flats in Dawaki for sale,1700.0,3,3,Unfurnished,"Gwarinpa, Dawaki",Dawaki,Gwarinpa,diamond,160000000
5bdrm Duplex in Abraham Adesanya Estate for sale,500.0,5,5,Unfurnished,"Ajah, Abraham Adesanya Estate",Abraham Adesanya Estate,Lagos State,diamond,260000000
3bdrm Apartment in Inside Old Ikoyi for sale,600.0,3,3,Unfurnished,"Ikoyi, Old Ikoyi",Old Ikoyi,Lagos State,diamond,600000000
"1bdrm Apartment in Ajah, Off Lekki-Epe Expressway for sale",300.0,1,1,Unfurnished,"Ajah, Off Lekki-Epe Expressway",Off Lekki-Epe Expressway,Lagos State,enterprise,60000000
4bdrm Duplex in Sangotedo for sale,300.0,4,4,Unfurnished,"Ajah, Sangotedo",Sangotedo,Lagos State,enterprise,180000000
4bdrm Duplex in Chevron for sale,300.0,4,4,Unfurnished,"Lekki, Chevron",Chevron,Lagos State,enterprise,125000000
6bdrm Duplex in Chinda Ada George for sale,764.0,6,7,Unfurnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,enterprise,85000000
4bdrm Duplex in Ologolo for sale,300.0,4,4,Unfurnished,"Lekki, Ologolo",Ologolo,Lagos State,enterprise,280000000
2bdrm Apartment in Lekki Phase 1 for sale,900.0,2,2,Unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,diamond,310000000
5bdrm Duplex in Lekki Phase 1 for sale,500.0,5,5,Semi Furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,enterprise,980000000
3bdrm Apartment in Lekki Phase 1 for sale,300.0,3,3,Unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,enterprise,480000000
Furnished 6bdrm Duplex in Idu for sale,1000.0,6,6,Furnished,"Jiwa, Idu",Idu,Jiwa,enterprise,650000000
"4bdrm Duplex in Off Apapa Road, Ebute Metta for sale",189.0,4,4,Semi Furnished,"Yaba, Ebute Metta",Ebute Metta,Yaba,enterprise,280000000
4bdrm Duplex in Ikeja Gra for sale,255.0,4,4,Semi Furnished,"Ikeja, Ikeja GRA",Ikeja GRA,Lagos State,enterprise,700000000
4bdrm Duplex in Gbagada Phase2 for sale,255.0,4,4,Semi Furnished,"Gbagada, Phase 2",Phase 2,Lagos State,enterprise,500000000
"3bdrm Apartment in Off Fola Osibo, Lekki Phase 1 for sale",650.0,3,3,Semi Furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,enterprise,400000000
4bdrm Duplex in Opebi for sale,220.0,4,4,Semi Furnished,"Ikeja, Opebi",Opebi,Lagos State,enterprise,370000000
3bdrm Apartment in Ikeja Gra for sale,1000.0,3,3,Semi Furnished,"Ikeja, Ikeja GRA",Ikeja GRA,Lagos State,enterprise,320000000
"4bdrm Block of Flats in Arowojobe Estate, Mende for sale",400.0,4,6,Unfurnished,"Maryland, Mende",Mende,Lagos State,diamond,290000000
"5bdrm Duplex in Osapa, Lekki for sale",630.0,5,5,Unfurnished,"Lagos State, Lekki",Lekki,Lagos State,diamond,840000000
3bdrm Bungalow in Kubwa for sale,500.0,3,4,Unfurnished,"Abuja (FCT), Kubwa",Kubwa,Abuja (FCT),diamond,45000000
"3bdrm Bungalow in Efab Verizon, Gwarinpa for sale",750.0,3,4,Semi Furnished,"Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),diamond,160000000
3bdrm Bungalow in Apo District for sale,620.0,3,4,Unfurnished,"Abuja (FCT), Apo District",Apo District,Abuja (FCT),diamond,110000000
"6bdrm Bungalow in Near Eleme Junction, Port-Harcourt for sale",920.0,6,6,Semi Furnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,diamond,65000000
4bdrm Duplex in Dana Estate Port for sale,260.0,4,4,Semi Furnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,diamond,190000000
4bdrm Bungalow in Umuguma Owerri Imo for sale,465.0,4,4,Semi Furnished,"Imo State, Owerri",Owerri,Imo State,diamond,45500000
"6bdrm Bungalow in Behind Nta Core, Oshimili South for sale",1140.0,6,6,Semi Furnished,"Delta State, Oshimili South",Oshimili South,Delta State,diamond,250000000
5bdrm Bungalow in Low Cost Housing for sale,470.0,5,5,Semi Furnished,"Abia State, Umuahia",Umuahia,Abia State,diamond,68500000
4bdrm Duplex in Ikota for sale,350.0,4,5,Unfurnished,"Lekki, Ikota",Ikota,Lagos State,diamond,150000000
4bdrm Duplex in Chevron for sale,300.0,4,5,Unfurnished,"Lekki, Chevron",Chevron,Lagos State,diamond,200000000
5bdrm Duplex in Inside An Estate In for sale,550.0,5,5,Semi Furnished,"Abia State, Umuahia",Umuahia,Abia State,diamond,210000000
5bdrm Duplex in Atali Origwe Port for sale,470.0,5,5,Semi Furnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,diamond,110000000
4bdrm Block of Flats in Nwaniba Road By for sale,500.0,4,4,Semi Furnished,"Akwa Ibom State, Uyo",Uyo,Akwa Ibom State,diamond,105000000
4bdrm Bungalow in By Ghostant Church for sale,465.0,4,4,Semi Furnished,"Imo State, Owerri",Owerri,Imo State,diamond,45500000
4bdrm Duplex in Kaura for sale,300.0,4,4,Semi Furnished,"Abuja (FCT), Kaura",Kaura,Abuja (FCT),diamond,170000000
3bdrm Bungalow in Oke Iyinmi Market for sale,500.0,3,1,Unfurnished,"Ekiti State, Ado Ekiti",Ado Ekiti,Ekiti State,diamond,45000000
"3bdrm Bungalow in Metropolitan School, Ado Ekiti for sale",648.0,3,3,Unfurnished,"Ekiti State, Ado Ekiti",Ado Ekiti,Ekiti State,diamond,8000000
"4bdrm Duplex in Apex Gardens Estate, Kaura for sale",300.0,4,4,Unfurnished,"Abuja (FCT), Kaura",Kaura,Abuja (FCT),diamond,300000000
"2bdrm Duplex in Salis Aviation City, Kiami for sale",125.0,2,2,Unfurnished,"Lugbe District, Kiami",Kiami,Lagos State,diamond,70000000
"Furnished 3bdrm Block of Flats in Isheri Oshun, Ijegun for sale",900.0,3,3,Furnished,"Ikotun/Igando, Ijegun",Ijegun,Lagos State,diamond,75000000
"Furnished 6bdrm Duplex in Honey Brooks Estate, Isheri North for sale",702.0,6,6,Furnished,"Ojodu, Isheri North",Isheri North,Lagos State,diamond,330000000
"3bdrm Bungalow in Ilege Lcda, Lekki Expressway for sale",1000.0,3,1,Semi Furnished,"Lekki, Lekki Expressway",Lekki Expressway,Lagos State,diamond,80000000
"Furnished 3bdrm Duplex in Hotel, Isheri / Egbe Idimu for sale",350.0,3,3,Furnished,"Egbe/Idimu, Isheri / Egbe Idimu",Isheri / Egbe Idimu,Lagos State,diamond,150000000
"4bdrm Duplex in Gowon Estate Egbeda, for sale",300.0,4,4,Unfurnished,"Egbeda, Egbeda / Egbeda",Egbeda / Egbeda,Lagos State,diamond,160000000
"2bdrm Bungalow in Agric Estate, Igando / Ikotun/Igando for sale",300.0,2,2,Semi Furnished,"Ikotun/Igando, Igando / Ikotun/Igando",Igando / Ikotun/Igando,Lagos State,diamond,28000000
"Furnished 3bdrm Apartment in Surulere, Lagos for sale",300.0,3,3,Furnished,"Lagos State, Surulere",Surulere,Lagos State,diamond,120000000
