title,property_size,bedrooms,bathrooms,furnishing,Region,Region Name,Region_Parent_Name,is_boost,price
2bdrm Duplex in Ushafa for sale,200.0,2,2,Unfurnished,"Bwari, Ushafa",Ushafa,Bwari,diamond,60000000
4bdrm Duplex in Jabi for sale,25.0,4,4,Semi Furnished,"Abuja (FCT), Jabi",Jabi,Abuja (FCT),diamond,350000000
4bdrm Duplex in Dawaki for sale,250.0,4,5,Unfurnished,"Gwarinpa, Dawaki",Dawaki,Gwarinpa,diamond,300000000
4bdrm Duplex in Jahi for sale,250.0,4,5,Unfurnished,"Abuja (FCT), Jahi",Jahi,Abuja (FCT),diamond,300000000
4bdrm Duplex in Life Camp for sale,250.0,4,5,Unfurnished,"Gwarinpa, Life Camp",Life Camp,Gwarinpa,diamond,200000000
5bdrm Duplex in Katampe (Main) for sale,400.0,5,6,Unfurnished,"Katampe, Katampe (Main)",Katampe (Main),Katampe,diamond,550000000
2bdrm Apartment in Lekki Phase 1 for sale,250.0,2,2,Semi Furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,enterprise,300000000
"4bdrm Duplex in Oba Avenue, Lekki, Ikota for sale",278.0,4,4,Unfurnished,"Lekki, Ikota",Ikota,Lagos State,diamond,180000000
Furnished 4bdrm Duplex in Hrc Behind Vgc for sale,289.0,4,4,Furnished,"Ajah, VGC / Ajah",VGC / Ajah,Lagos State,diamond,280000000
"6bdrm Duplex in Efab Metropolis, Gwarinpa for sale",900.0,6,6,Unfurnished,"Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),diamond,550000000
4bdrm Duplex in Ikota for sale,250.0,4,4,Unfurnished,"Lekki, Ikota",Ikota,Lagos State,enterprise,90000000
4bdrm Duplex in Sangotedo for sale,400.0,4,4,Unfurnished,"Ajah, Sangotedo",Sangotedo,Lagos State,diamond,150000000
"3bdrm Bungalow in Amugba Olorunda Area, Akobo for sale",1180.0,3,4,Semi Furnished,"Ibadan, Akobo",Akobo,Ibadan,enterprise,40000000
6bdrm Duplex in Chevron for sale,400.0,6,6,Unfurnished,"Lekki, Chevron",Chevron,Lagos State,enterprise,390000000
"4bdrm Duplex in Orchid, Chevron for sale",300.0,4,4,Unfurnished,"Lekki, Chevron",Chevron,Lagos State,enterprise,200000000
4bdrm Duplex in Ogombo for sale,1000.0,4,4,Unfurnished,"Ajah, Ogombo",Ogombo,Lagos State,enterprise,135000000
"4bdrm Duplex in Orchid, Chevron for sale",230.0,4,4,Unfurnished,"Lekki, Chevron",Chevron,Lagos State,enterprise,210000000
4bdrm Duplex in Sangotedo for sale,250.0,4,4,Unfurnished,"Ajah, Sangotedo",Sangotedo,Lagos State,enterprise,280000000
"4bdrm Duplex in Main Ikolaba Gra, Bodija for sale",500.0,4,5,Semi Furnished,"Ibadan, Bodija",Bodija,Ibadan,enterprise,250000000
3bdrm Duplex in Ikota for sale,300.0,3,3,Unfurnished,"Lekki, Ikota",Ikota,Lagos State,enterprise,90000000
"3bdrm Bungalow in Temidire Estate, Ologuneru for sale",500.0,3,4,Unfurnished,"Ibadan, Ologuneru",Ologuneru,Ibadan,enterprise,110000000
5bdrm Duplex in Galadimawa for sale,300.0,5,5,Unfurnished,"Abuja (FCT), Galadimawa",Galadimawa,Abuja (FCT),enterprise,280000000
5bdrm Duplex in Lekki for sale,350.0,5,5,Semi Furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,enterprise,430000000
4bdrm Duplex in Ikota for sale,600.0,4,4,Unfurnished,"Lekki, Ikota",Ikota,Lagos State,enterprise,290000000
"Furnished 3bdrm Apartment in Golf Estate, Okuru for sale",300.0,3,3,Furnished,"Port-Harcourt, Okuru",Okuru,Port-Harcourt,diamond,115000000
"4bdrm Duplex in Ada George Port, Obio-Akpor for sale",450.0,4,4,Unfurnished,"Rivers State, Obio-Akpor",Obio-Akpor,Rivers State,diamond,280000000
"4bdrm Duplex in Estate, Rukpokwu for sale",450.0,4,4,Unfurnished,"Port-Harcourt, Rukpokwu",Rukpokwu,Port-Harcourt,diamond,165000000
"5bdrm Duplex in Anthony Maryland, Ikeja for sale",500.0,5,5,Unfurnished,"Lagos State, Ikeja",Ikeja,Lagos State,diamond,550000000
6bdrm Bungalow in Ipaja / Ipaja for sale,600.0,6,6,Unfurnished,"Ipaja, Ipaja / Ipaja",Ipaja / Ipaja,Lagos State,diamond,50000000
6bdrm Block of Flats in Silver Estate Idimu for sale,650.0,6,3,Semi Furnished,"Egbe/Idimu, Idimu",Idimu,Lagos State,diamond,180000000
"8bdrm Block of Flats in Peace Estate, Baruwa for sale",600.0,8,8,Unfurnished,"Ipaja, Baruwa",Baruwa,Lagos State,diamond,165000000
"3bdrm Block of Flats in Agric Estate, Igando / Ikotun/Igando for sale",500.0,3,3,Semi Furnished,"Ikotun/Igando, Igando / Ikotun/Igando",Igando / Ikotun/Igando,Lagos State,diamond,90000000
3bdrm Bungalow in Awoyaya for sale,300.0,3,3,Unfurnished,"Ibeju, Awoyaya",Awoyaya,Lagos State,enterprise,67000000
Furnished 3bdrm Block of Flats in Benin City for sale,910.0,3,3,Furnished,"Edo State, Benin City",Benin City,Edo State,diamond,115000000
"3bdrm Bungalow in Kubwa, Abuja for sale",750.0,3,4,Semi Furnished,"Abuja (FCT), Kubwa",Kubwa,Abuja (FCT),enterprise,85000000
"2bdrm Block of Flats in Nihort, Ologuneru for sale",500.0,2,2,Unfurnished,"Ibadan, Ologuneru",Ologuneru,Ibadan,diamond,90000000
4bdrm Duplex in Jahi for sale,1000.0,4,5,Semi Furnished,"Abuja (FCT), Jahi",Jahi,Abuja (FCT),enterprise,300000000
4bdrm Duplex in Lugbe District. for sale,750.0,4,5,Semi Furnished,"Lugbe District, Sabon Lugbe",Sabon Lugbe,Lagos State,diamond,300000000
5bdrm Duplex in Apo Resettlement for sale,750.0,5,5,Semi Furnished,"Apo District, Apo Resettlement",Apo Resettlement,Apo District,diamond,155000000
"4bdrm Bungalow in First Powerline, Ologuneru for sale",600.0,4,5,Unfurnished,"Ibadan, Ologuneru",Ologuneru,Ibadan,diamond,80000000
"4bdrm Duplex in Palm Garden Estate, for sale",600.0,4,4,Unfurnished,"Ibadan, Oluyole Estate",Oluyole Estate,Ibadan,diamond,200000000
"6bdrm Bungalow in Arigidi Estate, Bodija for sale",1030.0,6,7,Semi Furnished,"Ibadan, Bodija",Bodija,Ibadan,diamond,400000000
"3bdrm Bungalow in Ijegemo, Ijegun for sale",324.0,3,3,Unfurnished,"Ikotun/Igando, Ijegun",Ijegun,Lagos State,diamond,17000000
Furnished 4bdrm Duplex in Private Estate By for sale,600.0,4,4,Furnished,"Lekki, Nicon Town",Nicon Town,Lagos State,diamond,300000000
Furnished 4bdrm Duplex in Private Estate Lekki for sale,500.0,4,4,Furnished,"Lekki, Ikate",Ikate,Lagos State,diamond,550000000
Furnished 4bdrm Duplex in Private Estate for sale,650.0,4,4,Furnished,"Lugbe District, Sabon Lugbe",Sabon Lugbe,Lagos State,diamond,165000000
Furnished 4bdrm Mansion in Residents Areas for sale,600.0,4,4,Furnished,"Lugbe District, Sabon Lugbe",Sabon Lugbe,Lagos State,diamond,320000000
Furnished 4bdrm Duplex in Private Estate Lekki for sale,500.0,4,4,Furnished,"Lekki, Ikota",Ikota,Lagos State,diamond,250000000
"3bdrm Block of Flats in Amagba Community Gra, Benin City for sale",913.0,3,3,Semi Furnished,"Edo State, Benin City",Benin City,Edo State,enterprise,80000000
Furnished 3bdrm Block of Flats in Ikoyi Banana Lsland for sale,1000.0,3,3,Furnished,"Ikoyi, Banana Island",Banana Island,Lagos State,diamond,800000000
Furnished 5bdrm Duplex in Ologolo for sale,780.0,5,5,Furnished,"Lekki, Ologolo",Ologolo,Lagos State,diamond,300000000
2bdrm Apartment in Ikate for sale,300.0,2,2,Unfurnished,"Lekki, Ikate",Ikate,Lagos State,diamond,160000000
"4bdrm Duplex in Estate, Oko-Oba for sale",300.0,4,4,Semi Furnished,"Agege, Oko-Oba",Oko-Oba,Lagos State,enterprise,380000000
"4bdrm Duplex in Secured Estate, Opebi for sale",350.0,4,4,Semi Furnished,"Ikeja, Opebi",Opebi,Lagos State,enterprise,550000000
4bdrm Duplex in Ado / Ajah for sale,250.0,4,4,Unfurnished,"Ajah, Ado / Ajah",Ado / Ajah,Lagos State,diamond,135000000
"4bdrm Duplex in Secured Estate, Aguda / Ogba for sale",300.0,4,4,Semi Furnished,"Ogba, Aguda / Ogba",Aguda / Ogba,Lagos State,enterprise,450000000
4bdrm Duplex in Ologolo Lekki Lagos for sale,280.0,4,5,Unfurnished,"Lekki, Ologolo",Ologolo,Lagos State,enterprise,210000000
"5bdrm Duplex in Harris Drive, VGC / Ajah for sale",100.0,5,5,Unfurnished,"Ajah, VGC / Ajah",VGC / Ajah,Lagos State,enterprise,450000000
3bdrm Apartment in Lekki Phase1 for sale,620.0,3,3,Semi Furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,enterprise,250000000
3bdrm Apartment in Lekki Phase 1 for sale,150.0,3,4,Semi Furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,enterprise,450000000
4bdrm Duplex in Magodo Phase 2 Lagos for sale,450.0,4,5,Semi Furnished,"Lagos State, Magodo",Magodo,Lagos State,enterprise,350000000
4bdrm Duplex in Guzape District for sale,1000.0,4,5,Semi Furnished,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),diamond,300000000
4bdrm Duplex in Chevron for sale,100.0,4,4,Unfurnished,"Lekki, Chevron",Chevron,Lagos State,enterprise,190000000
5bdrm Duplex in Ikota for sale,100.0,5,5,Unfurnished,"Lekki, Ikota",Ikota,Lagos State,enterprise,450000000
5bdrm House in Ado / Ajah for sale,500.0,5,5,Unfurnished,"Ajah, Ado / Ajah",Ado / Ajah,Lagos State,enterprise,270000000
"3bdrm Block of Flats in *Not In An Estate, Zone 2 / Wuse for sale",1100.0,3,3,Unfurnished,"Wuse, Zone 2 / Wuse",Zone 2 / Wuse,Wuse,diamond,855000000
4bdrm Duplex in Magodo Phase 1 Lagos for sale,450.0,4,5,Unfurnished,"Lagos State, Magodo",Magodo,Lagos State,enterprise,480000000
2bdrm Apartment in Ologolo for sale,500.0,2,2,Semi Furnished,"Lekki, Ologolo",Ologolo,Lagos State,enterprise,90000000
3bdrm Apartment in Lekki Phase 1 for sale,100.0,3,3,Unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,enterprise,450000000
"4bdrm Duplex in Pinnock Beach, Lekki Phase 1 for sale",100.0,4,4,Unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,enterprise,850000000
3bdrm Duplex in Ajah Lekki Lagos for sale,450.0,3,3,Unfurnished,"Lagos State, Ajah",Ajah,Lagos State,enterprise,90000000
"Furnished 5bdrm Duplex in Cheive View Estate, Chevron for sale",500.0,5,5,Furnished,"Lekki, Chevron",Chevron,Lagos State,diamond,530000000
4bdrm Apartment in Highbrow Ikoyi Axis for sale,450.0,4,4,Unfurnished,"Lagos State, Ikoyi",Ikoyi,Lagos State,enterprise,780000000
3bdrm Apartment in Surulere Lagos for sale,450.0,3,3,Unfurnished,"Lagos State, Surulere",Surulere,Lagos State,enterprise,120000000
12bdrm Block of Flats in Benin City for sale,900.0,12,8,Unfurnished,"Edo State, Benin City",Benin City,Edo State,diamond,42000000
Furnished 4bdrm Duplex in Chevron Estate for sale,300.0,4,6,Furnished,"Lekki, Chevron",Chevron,Lagos State,diamond,280000000
5bdrm Duplex in Omole for sale,450.0,5,6,Semi Furnished,"Ikeja, Omole Phase 1",Omole Phase 1,Lagos State,enterprise,750000000
5bdrm Duplex in Mabushi for sale,500.0,5,6,Semi Furnished,"Abuja (FCT), Mabushi",Mabushi,Abuja (FCT),diamond,650000000
"Furnished 6bdrm Duplex in Adetokunbo, Ikate for sale",350.0,6,7,Furnished,"Lekki, Ikate",Ikate,Lagos State,enterprise,500000000
3bdrm Apartment in Ikoyi for sale,150.0,3,3,Semi Furnished,"Ikoyi, Old Ikoyi",Old Ikoyi,Lagos State,enterprise,700000000
Furnished 6bdrm Duplex in Asokoro for sale,1000.0,6,6,Furnished,"Abuja (FCT), Asokoro",Asokoro,Abuja (FCT),diamond,1000000000
Furnished 4bdrm Duplex in Ibadan for sale,40.0,4,4,Furnished,"Oyo State, Ibadan",Ibadan,Oyo State,diamond,210000000
Furnished 3bdrm Apartment in Ikoyi for sale,41.0,3,3,Furnished,"Lagos State, Ikoyi",Ikoyi,Lagos State,diamond,410000000
"4bdrm Duplex in Sangotedo, Lekki for sale",300.0,4,4,Semi Furnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,300000000
"Furnished 4bdrm Duplex in Estate., Katampe for sale",2000.0,4,4,Furnished,"Abuja (FCT), Katampe",Katampe,Abuja (FCT),enterprise,650000000
"3bdrm Bungalow in Ateere, Kasunmu Road, Akala Express for sale",500.0,3,3,Semi Furnished,"Ibadan, Akala Express",Akala Express,Ibadan,enterprise,90000000
Furnished 5bdrm Duplex in Agodi Gra for sale,500.0,5,5,Furnished,"Ibadan, Agodi",Agodi,Ibadan,enterprise,550000000
Furnished 4bdrm Duplex in Guzape for sale,600.0,4,5,Furnished,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),enterprise,670000000
5bdrm Duplex in Guzape District for sale,450.0,5,5,Unfurnished,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),enterprise,300000000
Furnished 5bdrm Duplex in Jahi for sale,800.0,5,6,Furnished,"Abuja (FCT), Jahi",Jahi,Abuja (FCT),enterprise,580000000
"6bdrm Duplex in Ibara, Abeokuta South for sale",739.0,6,6,Unfurnished,"Ogun State, Abeokuta South",Abeokuta South,Ogun State,diamond,84600000
5bdrm Duplex in Magodo Shangisha for sale,500.0,5,5,Unfurnished,"Magodo, GRA Phase 2 Shangisha",GRA Phase 2 Shangisha,Lagos State,enterprise,700000000
"5bdrm Duplex in Ikeja Lagos, Adeniyi Jones for sale",600.0,5,5,Semi Furnished,"Ikeja, Adeniyi Jones",Adeniyi Jones,Lagos State,enterprise,450000000
4bdrm Maisonette in Gra Ikeja for sale,600.0,4,4,Semi Furnished,"Ikeja, Ikeja GRA",Ikeja GRA,Lagos State,enterprise,800000000
Furnished 5bdrm Duplex in Magodo Phase 2 Gra for sale,350.0,5,5,Furnished,"Magodo, GRA Phase 2 Shangisha",GRA Phase 2 Shangisha,Lagos State,diamond,500000000
Furnished 3bdrm Duplex in Aguda-Surulere for sale,500.0,3,3,Furnished,"Surulere, Aguda / Surulere",Aguda / Surulere,Lagos State,enterprise,200000000
Furnished 5bdrm Duplex in Anthony for sale,500.0,5,4,Furnished,"Maryland, Anthony Village",Anthony Village,Lagos State,enterprise,540000000
2bdrm Block of Flats in Mende-Maryland for sale,500.0,2,2,Semi Furnished,"Maryland, Mende",Mende,Lagos State,enterprise,300000000
Furnished 5bdrm Duplex in Omole Phase1 for sale,800.0,5,5,Furnished,"Ikeja, Omole Phase 1",Omole Phase 1,Lagos State,enterprise,850000000
"5bdrm House in Maberi Idi Ishin, Akala Express for sale",500.0,5,5,Unfurnished,"Ibadan, Akala Express",Akala Express,Ibadan,diamond,65000000
"3bdrm Block of Flats in Owode Housing, Apata for sale",525.0,3,2,Unfurnished,"Ibadan, Apata",Apata,Ibadan,diamond,40000000
"4bdrm Bungalow in Gbadewole, Akobo for sale",463.0,4,4,Unfurnished,"Ibadan, Akobo",Akobo,Ibadan,diamond,25000000
"4bdrm Duplex in Dss Quarters, Jericho for sale",450.0,4,5,Semi Furnished,"Ibadan, Jericho",Jericho,Ibadan,enterprise,200000000
"4bdrm Duplex in Admiral Estate Close, Akala Express for sale",639.0,4,5,Unfurnished,"Ibadan, Akala Express",Akala Express,Ibadan,enterprise,270000000
3bdrm Block of Flats in Abijo for sale,200.0,3,3,Semi Furnished,"Ibeju, Abijo",Abijo,Lagos State,diamond,50000000
"5bdrm Duplex in A Well Secured, Chevron for sale",400.0,5,6,Unfurnished,"Lekki, Chevron",Chevron,Lagos State,diamond,450000000
"4bdrm Duplex in A Well Secured, Ado / Ajah for sale",400.0,4,5,Unfurnished,"Ajah, Ado / Ajah",Ado / Ajah,Lagos State,diamond,200000000
"5bdrm Duplex in Ikota, Ajah for sale",500.0,5,5,Unfurnished,"Lagos State, Ajah",Ajah,Lagos State,diamond,390000000
"5bdrm Duplex in Royal Garden Estate, Ajah for sale",400.0,5,5,Unfurnished,"Lagos State, Ajah",Ajah,Lagos State,diamond,680000000
5bdrm Duplex in Apo Resettlement for sale,400.0,5,6,Unfurnished,"Apo District, Apo Resettlement",Apo Resettlement,Apo District,diamond,470000000
Furnished 7bdrm Duplex in Zone B for sale,500.0,7,7,Furnished,"Apo District, Zone B",Zone B,Apo District,diamond,850000000
6bdrm Duplex in Life Camp for sale,450.0,6,6,Unfurnished,"Gwarinpa, Life Camp",Life Camp,Gwarinpa,enterprise,370000000
3bdrm Apartment in Ikate Lekki for sale,108.0,3,3,Unfurnished,"Lekki, Ikate",Ikate,Lagos State,diamond,200000000
4bdrm Duplex in Jahi for sale,250.0,4,4,Unfurnished,"Abuja (FCT), Jahi",Jahi,Abuja (FCT),enterprise,450000000
"Furnished 7bdrm House in Jiboye Apata Area, Oyo for sale",550.0,7,7,Furnished,"Oyo State, Oyo",Oyo,Oyo State,diamond,35000000
"4bdrm Duplex in Sars Road, Port-Harcourt for sale",500.0,4,5,Semi Furnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,diamond,310000000
"5bdrm Duplex in Lekki Toll Gate, Chevron for sale",350.0,5,5,Unfurnished,"Lekki, Chevron",Chevron,Lagos State,enterprise,420000000
3bdrm Apartment in Lekki for sale,300.0,3,3,Unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,diamond,370000000
"Furnished 15bdrm Block of Flats in Ayobo, Ipaja for sale",648.0,15,15,Furnished,"Lagos State, Ipaja",Ipaja,Lagos State,diamond,130000000
4bdrm Duplex in Mabushi for sale,100.0,4,5,Unfurnished,"Abuja (FCT), Mabushi",Mabushi,Abuja (FCT),diamond,250000000
5bdrm Duplex in Zone 7 / Wuse for sale,300.0,5,6,Semi Furnished,"Wuse, Zone 7 / Wuse",Zone 7 / Wuse,Wuse,diamond,750000000
4bdrm Duplex in Guzape for sale,270.0,4,4,Unfurnished,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),diamond,350000000
6bdrm Bungalow in New London Estate for sale,620.0,6,6,Unfurnished,"Ipaja, Baruwa",Baruwa,Lagos State,diamond,65000000
4bdrm Duplex in Gaduwa for sale,400.0,4,6,Semi Furnished,"Abuja (FCT), Gaduwa",Gaduwa,Abuja (FCT),diamond,250000000
4bdrm Duplex in Wuye for sale,150.0,4,5,Semi Furnished,"Abuja (FCT), Wuye",Wuye,Abuja (FCT),diamond,500000000
4bdrm Duplex in Jahi for sale,250.0,4,5,Unfurnished,"Abuja (FCT), Jahi",Jahi,Abuja (FCT),diamond,250000000
Furnished 4bdrm Block of Flats in Ajao Estate for sale,380.0,4,4,Furnished,"Isolo, Ajao Estate",Ajao Estate,Lagos State,diamond,250000000
Furnished 4bdrm Bungalow in Enugu for sale,1000.0,4,4,Furnished,"Enugu State, Enugu",Enugu,Enugu State,diamond,140000000
"10bdrm Bungalow in Ikola, Abule Egba for sale",600.0,10,3,Unfurnished,"Lagos State, Abule Egba",Abule Egba,Lagos State,diamond,58000000
Furnished 3bdrm Duplex in Igando for sale,350.0,3,3,Furnished,"Ikotun/Igando, Igando / Ikotun/Igando",Igando / Ikotun/Igando,Lagos State,diamond,90000000
4bdrm Apartment in Lifecamp for sale,500.0,4,4,Unfurnished,"Gwarinpa, Life Camp",Life Camp,Gwarinpa,diamond,300000000
5bdrm Duplex in Chevron Toll Gate for sale,278.0,5,5,Unfurnished,"Lekki, Chevron",Chevron,Lagos State,diamond,456000000
5bdrm Duplex in Osapa London for sale,298.0,5,5,Unfurnished,"Lekki, Osapa london",Osapa london,Lagos State,diamond,980000000
3bdrm Apartment in Mabushi for sale,120.0,3,3,Unfurnished,"Abuja (FCT), Mabushi",Mabushi,Abuja (FCT),diamond,140000000
5bdrm Duplex in Ikota for sale,400.0,5,5,Semi Furnished,"Lekki, Ikota",Ikota,Lagos State,enterprise,460000000
"2bdrm Apartment in Orchid, Chevron for sale",250.0,2,2,Unfurnished,"Lekki, Chevron",Chevron,Lagos State,enterprise,120000000
"6bdrm Block of Flats in Elewuro Estate, Akobo for sale",1000.0,6,7,Unfurnished,"Ibadan, Akobo",Akobo,Ibadan,enterprise,85000000
"4bdrm Duplex in Ajah, Off Lekki-Epe Expressway for sale",300.0,4,4,Unfurnished,"Ajah, Off Lekki-Epe Expressway",Off Lekki-Epe Expressway,Lagos State,enterprise,105000000
"3bdrm Duplex in Ajah, Off Lekki-Epe Expressway for sale",300.0,3,3,Unfurnished,"Ajah, Off Lekki-Epe Expressway",Off Lekki-Epe Expressway,Lagos State,enterprise,100000000
5bdrm Duplex in VGC / Ajah for sale,350.0,5,5,Unfurnished,"Ajah, VGC / Ajah",VGC / Ajah,Lagos State,enterprise,320000000
4bdrm Duplex in Ikota for sale,250.0,4,4,Unfurnished,"Lekki, Ikota",Ikota,Lagos State,enterprise,170000000
"4bdrm Duplex in Orchid, Chevron for sale",300.0,4,4,Unfurnished,"Lekki, Chevron",Chevron,Lagos State,enterprise,120000000
"4bdrm Bungalow in Carlton Gate Estate, Akobo for sale",500.0,4,5,Unfurnished,"Ibadan, Akobo",Akobo,Ibadan,enterprise,220000000
3bdrm Apartment in Ikate for sale,390.0,3,3,Unfurnished,"Lekki, Ikate",Ikate,Lagos State,enterprise,280000000
5bdrm Duplex in Ado / Ajah for sale,300.0,5,5,Unfurnished,"Ajah, Ado / Ajah",Ado / Ajah,Lagos State,enterprise,280000000
4bdrm Duplex in Osapa london for sale,350.0,4,4,Unfurnished,"Lekki, Osapa london",Osapa london,Lagos State,enterprise,250000000
4bdrm Duplex in Sangotedo for sale,250.0,4,4,Unfurnished,"Ajah, Sangotedo",Sangotedo,Lagos State,enterprise,175000000
4bdrm House in Katampe Extension for sale,300.0,4,5,Unfurnished,"Katampe, Katampe Extension",Katampe Extension,Katampe,enterprise,650000000
5bdrm Duplex in Guzape District for sale,500.0,5,5,Unfurnished,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),enterprise,550000000
4bdrm Duplex in Guzape District for sale,200.0,4,5,Unfurnished,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),enterprise,560000000
"5bdrm Duplex in Chevron Alternative, Lekki Phase 2 for sale",248.0,5,5,Semi Furnished,"Lekki, Lekki Phase 2",Lekki Phase 2,Lagos State,enterprise,400000000
4bdrm Duplex in Festac for sale,600.0,4,4,Unfurnished,"Amuwo-Odofin, Festac",Festac,Lagos State,enterprise,250000000
5bdrm Duplex in Chevron for sale,350.0,5,6,Semi Furnished,"Lekki, Chevron",Chevron,Lagos State,enterprise,500000000
"5bdrm Duplex in Mabgloba Estate, Karsana for sale",1000.0,5,6,Semi Furnished,"Gwagwa, Karsana",Karsana,Gwagwa,diamond,520000000
7bdrm Duplex in New Oko Oba for sale,400.0,7,7,Unfurnished,"Agege, New Oko Oba",New Oko Oba,Lagos State,diamond,330000000
4bdrm Duplex in Ikota Gra for sale,630.0,4,4,Unfurnished,"Lekki, Ikota",Ikota,Lagos State,diamond,150000000
"4bdrm Duplex in Shell Cooperative, Eneka for sale",450.0,4,4,Unfurnished,"Port-Harcourt, Eneka",Eneka,Port-Harcourt,diamond,280000000
5bdrm Duplex in Chevron for sale,500.0,5,6,Unfurnished,"Lekki, Chevron",Chevron,Lagos State,diamond,450000000
"3bdrm Bungalow in Peace Estate, Ipaja for sale",400.0,3,3,Unfurnished,"Lagos State, Ipaja",Ipaja,Lagos State,diamond,68000000
"3bdrm Duplex in Cooperative Estate, Alimosho for sale",200.0,3,4,Semi Furnished,"Lagos State, Alimosho",Alimosho,Lagos State,diamond,130000000
3bdrm Block of Flats in Ayobo for sale,600.0,3,3,Unfurnished,"Ipaja, Ayobo",Ayobo,Lagos State,diamond,50000000
4bdrm Duplex in Ikeja for sale,500.0,4,4,Unfurnished,"Lagos State, Ikeja",Ikeja,Lagos State,diamond,280000000
"2bdrm Block of Flats in Olowo Ila, Igando / Ikotun/Igando for sale",500.0,2,3,Unfurnished,"Ikotun/Igando, Igando / Ikotun/Igando",Igando / Ikotun/Igando,Lagos State,diamond,60000000
"Furnished 4bdrm Bungalow in Ay Luxury Bungalow, Igando-Oloja for sale",300.0,4,4,Furnished,"Ibeju, Igando-Oloja",Igando-Oloja,Lagos State,diamond,80000000
"4bdrm Duplex in 64 Crescent Gwarimpa, Life Camp for sale",750.0,4,4,Semi Furnished,"Gwarinpa, Life Camp",Life Camp,Gwarinpa,enterprise,450000000
Furnished 4bdrm Apartment in Benin City for sale,1100.0,4,4,Furnished,"Edo State, Benin City",Benin City,Edo State,diamond,350000000
"4bdrm Duplex in Lifecamp, Abuja for sale",500.0,4,5,Semi Furnished,"Gwarinpa, Life Camp",Life Camp,Gwarinpa,enterprise,210000000
"3bdrm Duplex in Gwarinpa, Life Camp for sale",750.0,3,4,Unfurnished,"Gwarinpa, Life Camp",Life Camp,Gwarinpa,diamond,250000000
"3bdrm Block of Flats in Fo1 Kubwa, Abuja for sale",400.0,3,4,Semi Furnished,"Abuja (FCT), Kubwa",Kubwa,Abuja (FCT),enterprise,85000000
4bdrm Duplex in In An Estate for sale,1000.0,4,5,Semi Furnished,"Abuja (FCT), Lokogoma",Lokogoma,Abuja (FCT),enterprise,250000000
4bdrm Duplex in In An Estate for sale,600.0,4,5,Semi Furnished,"Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),enterprise,120000000
"2bdrm Bungalow in Airport Road, Lugbe District for sale",500.0,2,4,Unfurnished,"Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),diamond,45000000
13bdrm Block of Flats in Along Port Harcourt for sale,500.0,13,20,Unfurnished,"Imo State, Owerri",Owerri,Imo State,diamond,130000000
Furnished 5bdrm Duplex in GRA Phase 1 for sale,600.0,5,6,Furnished,"Magodo, GRA Phase 1",GRA Phase 1,Lagos State,diamond,645000000
"3bdrm Duplex in Chief Lateef Oyelade, Rind Road for sale",450.0,3,3,Unfurnished,"Ibadan, Rind Road",Rind Road,Ibadan,diamond,175000000
Furnished 5bdrm Mansion in Private Estate Lekki for sale,600.0,5,5,Furnished,"Lekki, Chevron",Chevron,Lagos State,diamond,480000000
Furnished 5bdrm Duplex in Chevron Lekki for sale,600.0,5,5,Furnished,"Lekki, Chevron",Chevron,Lagos State,diamond,450000000
4bdrm Duplex in Gra Ikeja Lagos for sale,412.0,4,4,Semi Furnished,"Ikeja, Ikeja GRA",Ikeja GRA,Lagos State,diamond,370000000
Furnished 2bdrm Block of Flats in Bogije Ibeju Lekki for sale,1000.0,2,2,Furnished,"Ibeju, Bogije",Bogije,Lagos State,diamond,260000000
Furnished 5bdrm Mansion in Private Estate Lekki for sale,600.0,5,5,Furnished,"Ajah, Ado / Ajah",Ado / Ajah,Lagos State,diamond,250000000
"Furnished 3bdrm Duplex in Along Dangote, Eleko for sale",500.0,3,3,Furnished,"Ibeju, Eleko",Eleko,Lagos State,diamond,110000000
Furnished 4bdrm Block of Flats in Private Estate for sale,1500.0,4,4,Furnished,"Ajah, Sangotedo",Sangotedo,Lagos State,diamond,650000000
"2bdrm Block of Flats in Alakahia, Uzoba for sale",465.0,2,2,Semi Furnished,"Port-Harcourt, Uzoba",Uzoba,Port-Harcourt,diamond,180000000
4bdrm Duplex in Owerri for sale,450.0,4,5,Unfurnished,"Imo State, Owerri",Owerri,Imo State,enterprise,120000000
